scientificName,commonName
"Ictalurus punctatus (Rafinesque, 1818)",Channel Catfish
"Hypophthalmichthys molitrix (Valenciennes, 1844)",Silver carp
"Sprattus sprattus (Linnaeus, 1758)",Sprat
"Salmo trutta Linnaeus, 1758",Brown Trout
"Gonodactylaceus falcatus (Forskål, 1775)",Philippine mantis shrimp
"Metasepia pfefferi (Hoyle, 1885)",Flamboyant Cuttlefish
"Abralia astrosticta S.S.Berry, 1909",Glowing Squirellfish
"Squilla mantis (Linnaeus, 1758)",Mantis shrimp
"Lactophrys trigonus (Linnaeus, 1758)",Buffalo trunkfish
"Metapenaeopsis commensalis (Borradaile, 1899)",Commensal Shrimp
"Gobius xanthocephalus Heymer & Zander, 1992",Golden goby
"Gobius cruentatus Gmelin, 1789",Red-mouthed goby
"Holothuria surinamensis Ludwig, 1875",Suriname sea cucumber
"Sarda sarda (Bloch, 1793)",Atlantic Bonito
"Chrysoblephus laticeps (Valenciennes, 1830)",Roman seabream
"Gymnocrotaphus curvidens Günther, 1859",John Brown
"Centriscus scutatus Linnaeus, 1758",Grooved razorfish
"Austropotamobius pallipes (Lereboullet, 1858)",White-clawed crayfish
"Bubaris vermiculata (Bowerbank, 1866)",Vermiculated sponge
"Polyorchis penicillatus (Eschscholtz, 1829)",Penicillate jellyfish
"Chromis multilineata (Guichenot, 1853)",Brown Chromis
"Lutjanus cyanopterus (Cuvier, 1828)",Cubera Snapper
Nereocystis luetkeana (K.Mertens) Postels & Ruprecht,Kelp
"Acanthurus triostegus (Linnaeus, 1758)",Zebra Surgeonfish
"Oxyurichthys microlepis (Bleeker, 1849)",Maned goby
"Mycteroperca rubra (Bloch, 1793)",Red grouper
"Diplodus cervinus (Lowe, 1838)",Sargo
"Neanthes succinea (Leuckart, 1847)",Pile worm
"Ranina ranina (Linnaeus, 1758)",Spanner crab
"Antennarius dorehensis Bleeker, 1859",New Guinean Frogfish
"Heteroteuthis hawaiiensis (S.S.Berry, 1909)",Hawaiian Glass Squid
"Heterocarpus gibbosus Spence Bate, 1888",Humpback nylon shrimp
"Enoploteuthis higginsi Burgess, 1982",Higgins' lightbulb squid
"Plectropomus punctatus (Quoy & Gaimard, 1824)",Marbled grouper
"Asterina gibbosa (Pennant, 1777)",Cushion star
"Nephrops norvegicus (Linnaeus, 1758)",Norway Lobster
"Aplysina fistularis (Pallas, 1766)",Yellow Tube Sponge
"Luidia sarsii Düben & Koren, 1844",Starfish
"Sparus aurata Linnaeus, 1758",Daurade
"Anarhichas Linnaeus, 1758",Atlantic wolffish
"Hyas araneus (Linnaeus, 1758)",Great Spider Crab
"Pterocaesio pisang (Bleeker, 1853)",Banana fusilier
"Salminus brasiliensis (Cuvier, 1816)",Dorado
"Phycis phycis (Linnaeus, 1766)",Cusk eel
"Stichodactyla mertensii Brandt, 1835",Merten's sea anemone
"Plectorhinchus plagiodesmus Fowler, 1935",Barred rubberlip
"Enneagonum hyalinum Quoy & Gaimard, 1827",Glass jellyfish
"Megaptera novaeangliae (Borowski, 1781)",Humpback Whale
"Pomacentrus caeruleus Quoy & Gaimard, 1825",Caerulean damsel
"Priacanthus hamrur (Forsskål, 1775)",Bigeye
"Muraena argus (Steindachner, 1870)",White-spotted moray
"Cynarina lacrymalis (Milne Edwards & Haime, 1849)",Solitary cup coral
"Lobophyllia hemprichii (Ehrenberg, 1834)",Lobed brain coral
"Brachypleura novaezeelandiae Günther, 1862",Yellow Citharid
"Chaetodon citrinellus Cuvier, 1831",Citron butterflyfish
"Lutjanus sebae (Cuvier, 1816)",Yellowfin Snapper
"Goniopora tenuidens (Quelch, 1886)",Anemone coral
"Acropora palifera (Lamarck, 1816)",Pillar Coral
"Montipora verrucosa (Lamarck, 1816)",Pore coral
"Lutjanus analis (Cuvier, 1828)",Mutton Snapper
"Madrepora oculata Linnaeus, 1758",Ocular coral
"Leptoseris papyracea (Dana, 1846)",Porcelain coral
"Euplectella aspergillum Owen, 1841",Venus' flower basket
"Gerres cinereus (Walbaum, 1792)",Broad mojarra
"Apogon nigrofasciatus Lachner, 1953",blackstripe cardinalfish
"Coris aygula Lacepède, 1801",Clown wrasse
"Pardachirus pavoninus (Lacepède, 1802)",Peacock sole
"Equetus lanceolatus (Linnaeus, 1758)",Jackknife fish
"Synodus dermatogenys Fowler, 1912",Banded lizardfish
"Sepia papuensis Hoyle, 1885",Papuan Cuttlefish
"Spirorbis borealis Daudin, 1800",Boreal tubeworm
"Atule mate (Cuvier, 1833)",Barred yellowtail scad
"Euapta lappa (J.Müller, 1850)",Beaded Sea Cucumber
"Cratena Bergh, 1864",Bergh's Nudibranch
"Acanthopagrus bifasciatus (Forsskål, 1775)",Doublebar bream
"Mullus barbatus Linnaeus, 1758",Red Mullet
"Corallium rubrum (Linnaeus, 1758)",Red coral
"Tripterygion tripteronotum (Risso, 1810)",Red mullet
"Pomatoschistus pictus (Malm, 1865)",Sand goby
"Suberites carnosus (Johnston, 1842)",Fleshy horny sponge
"Clathrina clathrus (Schmidt, 1864)",Yellow lattice sponge
"Gorgonocephalus arcticus Leach, 1819",Northern basket star
"Placopecten magellanicus (Gmelin, 1791)",Sea Scallop
"Bonellia viridis Rolando, 1822",Green spoonworm
"Carcharhinus dussumieri (Müller & Henle, 1839)",Blacktip shark
"Chiloscyllium griseum Müller & Henle, 1838",Grey bamboo shark
"Isurus oxyrinchus Rafinesque, 1810",Atlantic mako
"Rhizoprionodon acutus (Rüppell, 1837)",Blacktip shark
"Phalacrocorax carbo (Linnaeus, 1758)",Common Cormorant
"Ameloctopus litoralis Norman, 1992",Lateral octopus
"Sphyraena obtusata Cuvier, 1829",Blunt barracuda
"Cephalopholis cyanostigma (Valenciennes, 1828)",Blue-spotted hind
"Mullus auratus Jordan & Gilbert, 1882",Red mullet
"Charax tectifer (Cope, 1870)",Denton
"Chilomycterus spinosus (Linnaeus, 1758)",Burrfish
"Prionotus punctatus (Bloch, 1793)",Atlantic searobin
"Lagocephalus spadiceus (Richardson, 1845)",Brown-backed toadfish
"Diodon eydouxii Brisout de Barneville, 1846",Pelagic Porcupinefish
"Caesio striata Rüppell, 1830",Striped fusilier
"Abudefduf sordidus (Forsskål, 1775)",Blackspot sergeant
"Leptoclinus maculatus (Fries, 1838)",Spotted snake blenny
"Calloplesiops altivelis (Steindachner, 1903)",Marine betta
"Pennatula phosphorea Linnaeus, 1758",Phosphorescent Sea Pen
"Oxycheilinus bimaculatus (Valenciennes, 1840)",Doublespot wrasse
"Pandalus borealis Krøyer, 1838",Northern Shrimp
"Phyllidia elegans Bergh, 1869",Elegant phyllidia
"Raja miraletus Linnaeus, 1758",Brown ray
"Caesio cuning (Bloch, 1791)",Banded Fusilier
"Aetomylaeus milvus (Müller & Henle, 1841)",Eagle ray
"Parapenaeus longipes Alcock, 1905",Flamingo shrimp
"Thunnus obesus (Lowe, 1839)",Bigeye Tuna
"Symphodus cinereus (Bonnaterre, 1788)",Grey wrasse
"Bathyraja murrayi (Günther, 1880)",Murray's skate
"Gymnothorax nudivomer (Günther, 1867)",Yellowmouth moray
"Squatina tergocellata McCulloch, 1914",Ornate angel shark
"Loxodon macrorhinus Müller & Henle, 1839",Hardnose shark
"Etmopterus brachyurus Smith & Radcliffe, 1912",Shorttail lanternshark
"Palaemon adspersus Rathke, 1837",Baltic Prawn
"Sphyraena argentea Girard, 1854",Barracuda
"Forcipiger longirostris (Broussonet, 1782)",Big long-nosed butterflyfish
"Pollachius pollachius (Linnaeus, 1758)",Pollock
"Iracundus signifer Jordan & Evermann, 1903",Decoy Scorpionfish
"Chelon labrosus (Risso, 1827)",Brown wrasse
"Panulirus cygnus George, 1962",Western rock lobster
"Sarcophyton trocheliophorum von Marenzeller, 1886",Elephant ear coral
"Gramma melacara Böhlke & Randall, 1963",Blackcap Basslet
"Heteroconger pellegrini Castle, 1999",Speckled garden eel
"Chrysaora fuscescens Brandt, 1835",Sea nettle
"Aidablennius sphynx (Valenciennes, 1836)",Sphinx blenny
"Scorpaena grandicornis Cuvier, 1829",Plumed scorpionfish
"Naso vlamingii (Valenciennes, 1835)",Bignose unicornfish
"Lutjanus argentiventris (Peters, 1869)",Yellowtail Snapper
"Diplodus holbrookii (Bean, 1878)",Spottail Pinfish
"Neoraja caerulea (Stehmann, 1976)",Blue ray
"Epinephelus flavocaeruleus (Lacepède, 1802)",Blue and yellow grouper
"Merlangius merlangus (Linnaeus, 1758)",Whiting
"Lytechinus variegatus (Lamarck, 1816)",Green Sea Urchin
"Clupea harengus Linnaeus, 1758",Herring
"Tylosurus acus (Lacepède, 1803)",Needlefish
"Eviota zebrina Lachner & Karnella, 1978",Zebra goby
"Neopomacentrus xanthurus Allen & Randall, 1980",Yellowtail damselfish
"Plectroglyphidodon lacrymatus (Quoy & Gaimard, 1825)",Jewel damsel
"Sphoeroides rosenblatti Bussing, 1996",Rosenthal Pufferfish
"Lepomis megalotis (Rafinesque, 1820)",Longear Sunfish
"Madracis myriaster (Milne Edwards & Haime, 1850)",Striate finger coral
"Morone chrysops (Rafinesque, 1820)",White Bass
"Phaeoptyx conklini (Silvester, 1915)",Freckled cardinalfish
"Thyonella gemmata (Pourtalès, 1851)",Sea cucumber
"Kaupichthys nuchalis Böhlke, 1967",Collared Eel
Serranidae,Groupers
"Antennarius nummifer (Cuvier, 1817)",Spotfin frogfish
"Ambloplites ariommus Viosca, 1936",Shadow Bass
"Mycteroperca jordani (Jenkins & Evermann, 1889)",Gulf Grouper
"Balanus glandula Darwin, 1854",Acorn barnacle
"Pangasianodon hypophthalmus (Sauvage, 1878)",Iridescent shark-catfish
"Mayerella banksia Laubitz, 1970",Banksia moth
"Scarus perrico Jordan & Gilbert, 1882",Bumphead parrotfish
"Acarnus erithacus de Laubenfels, 1927",Red volcano sponge
"Abudefduf troschelii (Gill, 1862)",Pacific sergeant major
"Gibbonsia elegans (Cooper, 1864)",Spotted kelpfish
"Octopus bimaculoides Pickford & McConnaughey, 1949",California two-spot octopus
"Rhizoprionodon porosus (Poey, 1861)",Atlantic sharpnose shark
"Abalistes stellaris (Bloch & Schneider, 1801)",Starry triggerfish
"Karalepis stewarti Hardy, 1984",Scaly-headed triplefin
"Rhynchoconger flavus (Goode & Bean, 1896)",Yellow Conger
"Scorpaena inermis Cuvier, 1829",Mushroom Scorpionfish
"Stenorhynchus yangi Goeke, 1989",Red arrow crab
"Octopus oculifer (Hoyle, 1904)",Galapagos octopus
"Hippocampus breviceps Peters, 1869",Short-headed seahorse
"Phycodurus eques (Günther, 1865)",Leafy Seadragon
"Umbrina coroides Cuvier, 1830",Striped drum
"Liocarcinus Stimpson, 1871",Brown crab
"Ophiura ophiura (Linnaeus, 1758)",Serpent star
"Labidesthes sicculus (Cope, 1865)",Brook Silverside
"Litopenaeus stylirostris (Stimpson, 1874)",Blue shrimp
"Pseudophichthys splendens (Lea, 1913)",Purplemouthed conger
"Achoerodus gouldii (Richardson, 1843)",Blue groper
"Pentaceropsis recurvirostris (Richardson, 1845)",Boarfish
"Pareques lanfeari (Barton, 1947)",Royal highhat
"Torpedo fuscomaculata Peters, 1855",Blackspotted electric ray
"Epinephelus macrospilos (Bleeker, 1855)",Barred-chest grouper
Gobiidae,Goby
"Microstomus pacificus (Lockington, 1879)",Dover Sole
"Pataecus fronto Richardson, 1844",Red Indian fish
"Hemitripterus americanus (Gmelin, 1789)",Atlantic Sea Raven
"Mustelus canis (Mitchill, 1815)",Atlantic Smooth Dogfish
"Mustelus antarcticus Günther, 1870",Gummy shark
"Aphos porosus (Valenciennes, 1837)",Banded toadfish
"Urotrygon caudispinosus Hildebrand, 1946",Stingray
"Sphoeroides dorsalis Longley, 1934",Marbled Puffer
"Pempheris compressa (White, 1790)",Bullseye
"Pempheris schwenkii Bleeker, 1855",Silver bullseye
"Meuschenia australis (Donovan, 1824)",Southern leatherjacket
"Rhinobatos productus Ayres, 1854",Shovelnose guitarfish
"Thamnaconus hypargyreus (Cope, 1871)",Lesser-spotted leatherjacket
"Selene vomer (Linnaeus, 1758)",Moonfish
"Scobinichthys granulatus (White, 1790)",Rough leatherjacket
"Rhombosolea plebeia (Richardson, 1843)",New Zealand flounder
"Lepidotrigla dieuzeidei Blanc & Hureau, 1973",Callionymus dieuzeidei
"Sargocentron microstoma (Günther, 1859)",Fine-lined squirrelfish
"Chasmodes saburrae Jordan & Gilbert, 1882",Florida blenny
"Ecsenius bicolor (Day, 1888)",Bicolor blenny
"Chlorurus troschelii (Bleeker, 1853)",Troschel's Parrotfish
"Mola Koelreuter, 1766",Ocean sunfish
"Orectolobus ornatus (De Vis, 1883)",Banded wobbegong
"Synodus synodus (Linnaeus, 1758)",Lizardfish
"Trematomus bernacchii Boulenger, 1902",Emerald rockcod
"Navanax inermis (J.G.Cooper, 1863)",California aglaja
"Necora puber (Linnaeus, 1767)",Velvet Swimming Crab
"Lutjanus goreensis (Valenciennes, 1830)",Gorean snapper
"Himantura toshi Whitley, 1939",Tawny stingray
"Scarus frenatus Lacepède, 1802",Bridled parrotfish
"Stichodactyla haddoni (Saville-Kent, 1893)",Carpet anemone
"Pteroidichthys amboinensis Bleeker, 1856",Ambon scorpionfish
"Thamnaconus analis (Waite, 1904)",Spotted leather jacket
"Heterocrypta granulata (Gibbes, 1850)",Smooth elbow crab
"Triakis scyllium Müller & Henle, 1839",Banded houndshark
"Glycera americana Leidy, 1855",American bloodworm
"Chaetodon collare Bloch, 1787",Collared butterflyfish
"Hippocampus comes Cantor, 1849",Tiger tail seahorse
"Lonchopisthus micrognathus (Poey, 1860)",Swordtail Jawfish
"Sepia omani Adam & Rees, 1966",Oman Cuttlefish
"Upeneus sulphureus Cuvier, 1829",Yellowfin goatfish
"Chaetodon dialeucos Salm & Mee, 1989",Oman butterflyfish
"Centropomus undecimalis (Bloch, 1792)",Common snook
"Monotaxis grandoculis (Forsskål, 1775)",Bigeye bream
"Upeneus japonicus (Houttuyn, 1782)",Japanese goatfish
Soleidae,Sole
"Carcinus maenas (Linnaeus, 1758)",Green Crab
"Raja clavata Linnaeus, 1758",Thornback ray
"Inegocia japonica (Tilesius, 1814)",Japanese sole
"Gymnothorax chilospilus Bleeker, 1864",Lipspot moray
"Canthigaster solandri (Richardson, 1845)",Jewel pufferfish
"Catostomus commersonii (Lacepède, 1803)",Common Sucker
"Molva molva (Linnaeus, 1758)",Common ling
"Heteroconger canabus (Cowan & Rosenblatt, 1974)",Cape garden eel
"Pseudorhombus cinnamoneus (Temminck & Schlegel, 1846)",Cinnamon flounder
"Chelonia Brongniart, 1800",Green Sea Turtle
"Dugong dugon (Müller, 1776)",Dugong
"Holothuria floridana (Pourtalès, 1851)",Florida sea cucumber
"Amblycirrhitus pinos (Mowbray, 1927)",Redspotted Hawkfish
"Anisotremus surinamensis (Bloch, 1791)",Black margate
"Gymnothorax fuscomaculatus (Schultz, 1953)",Brown-spotted moray
"Parachaetodon ocellatus (Cuvier, 1831)",Butterflyfish
"Parastenella ramosa (Studer, 1894)",Branched tree coral
"Perca flavescens (Mitchill, 1814)",Yellow Perch
"Embiotoca jacksoni Agassiz, 1853",Black surfperch
"Xenomedea rhodopyga Rosenblatt & Taylor, 1971",Redrump blenny
"Amanses scopas (Cuvier, 1829)",Broom filefish
"Pleuronichthys verticalis Jordan & Gilbert, 1880",Hornyhead Turbot
"Pleuronichthys coenosus Girard, 1854",C-O Sole
"Platichthys stellatus (Pallas, 1787)",Starry flounder
"Neoclinus blanchardi Girard, 1858",Sarcastic fringehead
"Zapteryx exasperata (Jordan & Gilbert, 1880)",Banded guitarfish
"Echinopora horrida Dana, 1846",Hedgehog coral
"Lutjanus bohar (Forsskål, 1775)",Red emperor
"Pugettia richii Dana, 1851",Cryptic kelp crab
"Gobiesox pinniger Gilbert, 1890",Tadpole clingfish
"Stegastes leucorus (Gilbert, 1892)",Whitetail damselfish
"Halichoeres iridis Randall & Smith, 1982",Rainbow wrasse
"Regadrella okinoseana Ijima, 1896",Okinawa sea cucumber
"Hyattella intestinalis (Lamarck, 1814)",Gut marine worm
"Lophophysema inflatum Schulze, 1900",Sea Potato
"Pelamis platura (Linnaeus, 1766)",Yellow-Bellied Sea Snake
"Astrophyton muricatum (Lamarck, 1816)",Basket star
"Acipenser brevirostrum Lesueur, 1818",Shortnose sturgeon
"Cheilinus lunulatus (Forsskål, 1775)",Broomtail wrasse
"Nautilus belauensis Saunders, 1981",Palau nautilus
"Ophiolepis elegans Lütken, 1859",Brittle star
"Onchidoris bilamellata (Linnaeus, 1767)",Barnacle-eating onchidoris
"Aequipecten opercularis (Linnaeus, 1758)",Queen Scallop
"Macolor macularis Fowler, 1931",Midnight Snapper
"Trigloporus lastoviza (Bonnaterre, 1788)",Streaked Gurnard
"Carassius gibelio (Bloch, 1782)",Gibel carp
"Nematalosa nasus (Bloch, 1795)",Gizzard shad
"Chondrostoma nasus (Linnaeus, 1758)",Common nase
"Uraspis uraspis (Günther, 1860)",Bassett-hulls trevally
"Zenarchopterus dispar (Valenciennes, 1847)",Halfbeak
"Neoglyphidodon nigroris (Cuvier, 1830)",Yellowfin damsel
"Chaetodontoplus duboulayi (Günther, 1867)",Scribbled Angelfish
"Naso brachycentron (Valenciennes, 1835)",Humpback unicornfish
"Sanopus astrifer (Robins & Starck, 1965)",Whitespotted Toadfish
"Lutjanus quinquelineatus (Bloch, 1790)",Five-lined snapper
"Caesio lunaris Cuvier, 1830",Blue fusilier
"Chaetodon triangulum Cuvier, 1831",Triangle butterflyfish
"Tetraodon pustulatus Murray, 1857",Puffer fish
"Halichoeres melanochir Fowler & Bean, 1928",Black wrasse
"Gobiesox Lacepède, 1800",Common Clingfish
Sebastidae,Rockfish
"Eutrigla gurnardus (Linnaeus, 1758)",Common gurnard
"Pardachirus balius Randall & Mee, 1994",Piebald sole
"Istiophorus platypterus (Shaw, 1792)",Sailfish
"Laticauda laticaudata (Linnaeus, 1758)",Common Sea Krait
"Calotomus carolinus (Valenciennes, 1840)",Bucktooth parrotfish
"Squatina oculata Bonaparte, 1840",Angelshark
"Squatina africana Regan, 1908",African angel shark
"Canthigaster amboinensis (Bleeker, 1864)",Ambon Pufferfish
"Himantura signifer Compagno & Roberts, 1982",Marbled stingray
"Centrophorus granulosus (Bloch & Schneider, 1801)",Gulper Shark
"Fungia fungites (Linnaeus, 1758)",Common Mushroom Coral
"Oxycheilinus rhodochrous (Günther, 1867)",Scarlet wrasse
"Galathea intermedia Lilljeborg, 1851",Intertidal crab
"Scyliorhinus stellaris (Linnaeus, 1758)",Bull huss
"Henricia oculata (Pennant, 1777)",Bloody Henry Starfish
"Octopus vitiensis Hoyle, 1885",Bighead octopus
"Valenciennea puellaris (Tomiyama, 1956)",Maiden goby
"Parascorpaena mossambica (Peters, 1855)",Mozambique Scorpionfish
"Pavona minuta Wells, 1954",Leaf coral
"Madrepora arbuscula (Moseley, 1880)",Bushy coral
"Cryptocentrus strigilliceps (Jordan & Seale, 1906)",Target goby
"Gasterosteus aculeatus Linnaeus, 1758",Sticklebock
"Sepioloidea lineolata (Quoy & Gaimard, 1832)",Striped Pyjama Squid
"Myoxocephalus octodecemspinosus (Mitchill, 1814)",18-spined Sculpin
Sepiidae,Cuttlefish
"Bonellia minor Marion & Rietsh, 1886",Sea Pen
"Conger wilsoni (Bloch & Schneider, 1801)",Common conger
"Strongylura notata (Poey, 1860)",Redfin Needlefish
"Squalus blainville (Risso, 1827)",Blainville's dogfish
"Anguilla Schrank, 1798",Eel
"Centropomus viridis Lockington, 1877",White snook
"Ariosoma gilberti (Ogilby, 1898)",Sharpnose Conger
"Diastylis quadrispinosa G.O.Sars, 1871",Pygmy sea cucumber
"Serpula vermicularis Linnaeus, 1767",Red tube worm
"Myrichthys tigrinus Girard, 1859",Tiger snake eel
"Fregata magnificens Mathews, 1914",Magnificent Frigatebird
"Fregata minor (Gmelin, 1789)",Great Frigatebird
"Farfantepenaeus notialis (Pérez Farfante, 1967)",Southern pink shrimp
"Engraulis encrasicolus (Linnaeus, 1758)",European anchovy
"Linuparus trigonus (Von Siebold, 1824)",Japanese spear lobster
"Xestospongia muta (Schmidt, 1870)",Giant barrel sponge
"Scorpaenodes xyris (Jordan & Gilbert, 1882)",Rainbow scorpionfish
"Heteractis crispa (Hemprich & Ehrenberg, 1834)",Bubble tip anemone
"Gymnomuraena zebra (Shaw, 1797)",Zebra moray
"Amblyrhynchus cristatus Bell, 1825",Marine Iguana
"Heterodontus galeatus (Günther, 1870)",Crested Bullhead Shark
"Halichoeres bicolor (Bloch & Schneider, 1801)",Earmuff wrasse
"Upeneus vittatus (Forsskål, 1775)",Bandedtail goatfish
"Lutjanus rivulatus (Cuvier, 1828)",Blubberlip snapper
"Mugil cephalus Linnaeus, 1758",Mullet
"Himantura granulata (Macleay, 1883)",Honeycomb ray
"Sepia brevimana Steenstrup, 1875",Shortclub cuttlefish
"Seriolina nigrofasciata (Rüppell, 1829)",Black-banded kingfish
"Plectranthias nanus Randall, 1980",Dwarf perchlet
"Myrichthys colubrinus (Boddaert, 1781)",Banded Snake Eel
"Sargocentron ittodai (Jordan & Fowler, 1902)",Samurai squirrelfish
"Chromodoris roboi Gosliner & Behrens, 1998",Roboi's Chromodoris
"Antennarius rosaceus Smith & Radcliffe, 1912",Rosy frogfish
"Gomphosus caeruleus Lacepède, 1801",Bird wrasse
"Sula nebouxii Milne-Edwards, 1882",Blue-footed Booby
"Paraconger similis (Wade, 1946)",Shorttail conger
"Cycloteuthis akimushkini Filippova, 1968",Akimushkin's disc-fin squid
"Madrepora carolina (Pourtalès, 1871)",Pourtales fan coral
"Chlorurus oedema (Snyder, 1909)",Black parrotfish
"Pilumnus hirtellus (Linnaeus, 1761)",Bristly Crab
"Mycteroperca phenax Jordan & Swain, 1884",Scamp
"Leptasterias polaris (Müller & Troschel, 1842)",Northern sea star
"Epinephelus nigritus (Holbrook, 1855)",Warsaw Grouper
"Octopus microphthalmus Goodrich, 1896",Dwarf octopus
"Sebastes elongatus Ayres, 1859",Greenstriped rockfish
"Sebastes nebulosus Ayres, 1854",China rockfish
"Rhizoprionodon oligolinx Springer, 1964",Australian sharpnose shark
"Parastromateus niger (Bloch, 1795)",Black pomfret
"Leuckartiara octona (Fleming, 1823)",Crown Jellyfish
"Nemichthys scolopaceus Richardson, 1848",Atlantic snipe eel
"Cheilodactylus nigripes Richardson, 1850",Magpie morwong
"Xenentodon cancila (Hamilton, 1822)",Asian needlefish
"Pterois russelii Bennett, 1831",Lionfish
"Asteropsis carinifera (Lamarck, 1816)",Cookie starfish
